preco,bairro,area,quartos,suites,vagas,andar,banheiros,salao de festas,mobiliado,varanda,academia,espaco gourmet,playground,churrasqueira,piscina
R$ 775.000,Canto,129,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 905.000,Abraão,100,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 817.570,Abraão,62,1,0,1,,1,1,0,0,0,1,1,1,1
R$ 325.000,Monte Verde,48,2,0,0,,1,0,1,0,0,0,0,0,0
R$ 2.550.000,João Paulo,156,3,3,3,5,5,1,0,1,1,1,1,1,1
R$ 1.120.000,Canto,80,2,2,1,,2,0,0,0,0,0,0,0,0
R$ 910.000,João Paulo,100,3,1,2,,1,0,0,0,0,0,0,0,0
R$ 1.749.000,João Paulo,153,3,1,2,,3,1,0,1,1,1,1,1,1
R$ 1.300.000,Abraão,228,4,3,2,,4,1,1,0,0,1,0,1,0
R$ 1.350.000,João Paulo,116,,1,2,,,1,0,1,1,1,1,1,1
R$ 1.400.000,João Paulo,91,2,2,2,,2,0,0,0,1,0,0,0,0
R$ 1.078.231,Abraão,81,1,1,1,8,2,1,0,0,1,1,1,1,1
R$ 795.000,Jardim Atlântico,85,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.069.000,Balneário,184,3,1,1,,1,0,1,1,0,0,0,1,0
R$ 890.000,Balneário,78,2,1,1,3,2,1,0,0,1,1,1,0,1
R$ 482.198,Barra da Lagoa,36,1,0,1,,1,1,0,1,0,1,1,0,0
R$ 1.744.183,João Paulo,102,2,2,1,,3,0,0,1,0,1,1,1,1
R$ 550.000,Canto,45,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 817.570,Abraão,63,1,0,1,,1,1,0,1,1,0,0,1,0
R$ 950.000,João Paulo,76,2,1,2,1,2,1,0,1,1,1,1,1,1
R$ 1.160.000,Abraão,86,2,2,2,,3,0,0,0,0,0,0,0,0
R$ 1.297.453,João Paulo,83,2,2,2,,2,0,0,1,0,0,0,1,0
R$ 1.550.000,Balneário,102,3,1,3,,2,0,1,0,0,0,0,0,0
R$ 740.000,Abraão,91,3,1,1,2,2,1,0,1,0,0,1,0,1
R$ 900.000,Monte Verde,79,2,1,1,,2,1,0,1,0,1,0,1,1
R$ 1.731.542,João Paulo,134,3,3,2,2,3,0,0,1,0,0,0,1,1
R$ 817.000,Abraão,62,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 750.000,João Paulo,50,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.500.000,Canto,114,3,1,3,,2,1,0,0,1,0,0,0,1
R$ 1.250.000,Canto,113,3,1,0,,1,0,0,0,0,0,0,0,0
R$ 1.090.000,João Paulo,81,2,2,2,2,3,0,0,0,0,0,0,1,1
R$ 1.600.000,Abraão,112,3,1,1,,2,1,1,1,0,1,1,1,1
R$ 2.600.000,João Paulo,156,3,3,3,,5,1,0,0,1,1,1,1,1
R$ 1.000.000,Pantanal,68,2,1,2,3,2,1,0,0,1,1,1,0,0
R$ 2.940.000,João Paulo,190,3,3,3,,4,1,0,1,0,0,0,0,0
R$ 1.980.000,Balneário,200,3,2,3,,4,1,0,0,0,0,0,1,1
R$ 950.000,Pantanal,570,13,0,7,,13,0,0,0,0,0,0,0,0
R$ 2.220.000,João Paulo,137,3,3,2,,3,1,0,1,0,0,1,1,1
R$ 960.000,Balneário,77,2,2,1,,2,1,0,1,1,1,1,1,1
R$ 790.000,Abraão,91,3,1,1,,2,1,0,1,1,0,1,0,1
R$ 2.390.000,João Paulo,133,3,3,2,,4,1,0,0,1,1,0,1,0
R$ 1.585.000,Balneário,137,4,2,2,9,3,1,0,1,1,1,1,1,1
R$ 660.000,João Paulo,34,1,0,1,2,1,0,1,0,0,0,0,0,0
R$ 3.390.000,Balneário,132,,3,3,9,,0,1,0,1,1,1,0,1
R$ 829.024,Barra da Lagoa,72,2,1,1,,1,1,0,0,1,0,0,1,1
R$ 940.000,Monte Verde,92,3,1,2,,2,0,1,0,0,0,0,1,0
R$ 1.350.000,Canto,122,3,2,2,6,4,1,1,1,0,0,0,0,0
R$ 995.000,Canto,76,2,1,1,,2,1,0,0,0,0,0,0,0
R$ 1.150.000,João Paulo,140,4,1,2,,4,1,0,0,1,0,1,1,1
R$ 510.000,Abraão,39,1,0,1,,1,1,0,0,1,1,1,0,1
R$ 1.633.701,João Paulo,91,3,1,1,2,3,1,0,1,1,1,1,0,0
R$ 872.373,Barra da Lagoa,62,2,2,1,2,3,1,0,0,0,0,0,0,0
R$ 795.000,Jardim Atlântico,83,3,1,1,2,1,1,0,1,1,0,1,0,0
R$ 1.190.000,João Paulo,80,2,1,1,5,1,0,0,1,0,0,0,1,1
R$ 1.016.000,Canto,76,2,1,1,7,2,1,0,0,1,1,1,1,1
R$ 220.000,Rio Vermelho,50,1,0,0,,1,0,1,0,0,0,0,0,0
R$ 1.225.000,Balneário,125,3,1,1,,1,1,0,1,0,0,0,1,0
R$ 1.200.000,Balneário,92,3,1,1,1,2,1,0,1,0,0,1,1,1
R$ 1.971.997,João Paulo,104,3,1,2,,3,1,1,1,1,1,0,1,1
R$ 1.188.000,Balneário,97,3,1,1,,2,1,0,1,0,1,1,1,0
R$ 1.550.000,João Paulo,104,3,1,2,,2,1,0,1,1,1,0,1,1
R$ 2.990.000,João Paulo,130,2,2,2,,4,1,0,1,0,1,1,1,1
R$ 2.100.000,João Paulo,156,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 920.000,Canto,124,3,2,1,,3,1,0,1,0,0,1,0,0
R$ 1.990.000,João Paulo,134,3,3,2,,3,1,0,1,1,1,0,0,0
R$ 720.000,Pantanal,65,2,0,1,,1,1,0,0,0,0,0,0,0
R$ 680.000,Barra da Lagoa,40,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 739.072,Abraão,39,1,0,1,,1,1,0,1,1,1,0,1,1
R$ 1.700.000,João Paulo,96,3,1,2,,3,0,0,0,0,1,0,1,1
R$ 1.300.000,Abraão,228,,3,2,4,,0,0,0,0,0,0,1,0
R$ 1.290.000,João Paulo,109,3,1,2,3,3,1,0,1,1,1,1,0,0
R$ 680.000,João Paulo,39,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.250.000,Canto,97,3,1,2,,2,1,0,0,1,0,1,0,0
R$ 1.100.000,João Paulo,100,3,1,2,,2,1,1,0,0,0,1,0,0
R$ 635.000,João Paulo,45,1,0,1,,1,0,1,0,0,0,0,0,0
R$ 1.890.000,Abraão,99,3,1,2,,2,1,0,1,1,1,0,1,1
R$ 850.000,João Paulo,79,1,1,1,,1,1,0,1,0,0,1,1,0
R$ 779.000,Canto,104,3,1,1,99,2,1,1,1,0,1,0,1,0
R$ 1.690.000,Canto,152,4,1,1,3,3,0,0,1,0,0,0,1,1
R$ 1.740.000,João Paulo,120,2,2,2,3,3,1,0,1,1,1,0,1,1
R$ 1.550.000,João Paulo,96,3,3,2,3,3,1,0,0,1,1,1,1,1
R$ 930.000,João Paulo,65,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 739.995,Abraão,91,3,1,1,,2,1,0,0,0,0,1,0,1
R$ 1.250.000,Saco dos Limões,139,3,3,2,8,4,1,0,1,1,0,1,1,1
R$ 669.990,Canto,83,3,1,1,,2,0,0,0,0,0,0,1,0
R$ 900.000,Abraão,142,3,1,2,,2,1,0,1,0,0,0,0,0
R$ 394.000,Carianos,50,2,0,1,1,1,0,0,0,0,0,0,0,0
R$ 750.000,Abraão,69,2,1,0,,2,1,0,0,1,1,1,0,1
R$ 741.695,Barra da Lagoa,67,2,1,1,,1,1,0,0,1,0,0,1,1
R$ 950.000,Balneário,135,3,1,1,,3,1,0,0,0,0,0,1,0
R$ 902.554,Canto,71,2,1,1,1,3,1,0,0,0,1,0,1,1
R$ 800.000,Abraão,99,3,1,0,,2,0,0,0,0,0,0,0,0
R$ 909.000,Canto,71,2,1,1,,2,1,0,0,1,0,0,0,0
R$ 850.000,João Paulo,67,2,1,1,4,2,0,0,0,0,0,0,0,1
R$ 1.850.000,João Paulo,150,4,2,1,2,5,1,0,1,0,0,1,1,1
R$ 2.700.000,João Paulo,150,4,3,2,,4,1,0,0,0,0,1,1,1
R$ 910.000,João Paulo,100,3,1,2,4,2,0,1,1,0,0,0,1,1
R$ 939.054,Monte Verde,74,2,1,1,,2,1,0,0,1,1,1,0,1
R$ 799.000,João Paulo,81,3,1,1,1,2,1,0,1,0,0,1,0,0
R$ 1.188.000,Balneário,97,3,1,1,,2,1,1,0,0,0,1,0,1
R$ 1.500.000,Abraão,188,2,1,2,1,3,1,1,1,1,1,1,1,1
R$ 836.000,Saco dos Limões,72,2,1,1,6,2,0,0,1,0,0,0,1,1
R$ 775.000,João Paulo,74,1,0,1,,1,1,0,0,1,1,0,0,0
R$ 575.000,Monte Verde,44,1,0,1,,1,1,0,0,0,1,0,0,1
R$ 298.000,Pantanal,22,1,0,0,,1,1,0,0,1,1,1,1,1
R$ 910.000,Abraão,138,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.247.000,Canto,109,3,3,2,3,3,1,0,1,1,1,1,1,1
R$ 951.000,Canto,80,2,2,1,,3,0,0,1,0,0,0,1,1
R$ 1.160.000,Pantanal,88,3,1,2,,2,1,0,1,0,0,0,0,1
R$ 1.249.000,Canto,98,3,2,2,4,1,1,0,1,0,0,1,0,1
R$ 1.605.000,Canto,126,3,3,3,3,1,1,0,1,0,0,1,1,1
R$ 550.000,Saco dos Limões,45,1,0,1,,1,1,0,0,0,0,0,0,0
R$ 820.000,Abraão,92,3,1,2,4,2,1,0,0,0,0,0,0,0
R$ 850.000,João Paulo,75,2,2,1,1,3,1,0,1,1,0,0,1,0
R$ 320.536,João Paulo,24,1,0,1,,1,0,0,0,0,0,0,1,1
R$ 1.200.000,Balneário,96,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.250.000,Abraão,96,3,1,2,1,3,1,1,0,1,1,1,1,1
R$ 570.000,João Paulo,39,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.790.000,Estreito,115,3,1,2,,3,1,0,1,1,0,1,1,1
R$ 3.200.000,João Paulo,216,,2,4,2,,1,1,1,1,1,1,1,1
R$ 1.290.000,João Paulo,109,3,1,3,3,2,1,0,1,0,0,0,0,0
R$ 1.362.790,Abraão,104,2,1,1,,2,1,0,1,1,1,1,0,0
R$ 570.000,João Paulo,39,1,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.750.000,João Paulo,107,2,2,2,,3,1,0,1,1,0,1,1,0
R$ 950.000,Canto,103,3,1,2,,3,1,1,1,1,0,0,1,1
R$ 750.000,João Paulo,72,2,1,1,,2,1,0,0,0,0,0,0,0
R$ 980.000,Balneário,65,2,1,1,9,1,0,0,0,1,1,0,0,0
R$ 980.000,Monte Verde,144,3,1,3,1,2,1,1,1,0,0,1,1,1
R$ 1.100.000,Balneário,108,3,1,1,3,2,1,1,0,0,0,0,0,0
R$ 1.100.000,Balneário,331,3,1,1,1,2,1,0,0,0,0,1,1,0
R$ 1.500.000,Balneário,146,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.100.000,Coloninha,359,5,2,7,,5,0,0,1,0,0,0,1,0
R$ 1.350.000,Jardim Atlântico,115,3,1,1,,2,0,1,0,0,0,0,1,0
R$ 1.500.000,Balneário,144,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 910.000,Abraão,138,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 541.872,Barra da Lagoa,34,1,0,1,2,1,1,0,0,1,1,0,1,0
R$ 1.560.000,João Paulo,123,3,0,3,,3,0,0,0,0,0,0,0,0
R$ 598.000,Pantanal,51,2,0,1,,1,0,1,0,0,0,0,0,0
R$ 598.000,Canto,79,2,0,0,,2,0,0,0,0,0,0,0,0
R$ 2.450.000,Balneário,138,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 1.999.000,Canto,205,3,3,0,,4,1,0,1,1,0,0,0,1
R$ 850.000,João Paulo,80,2,1,0,,2,0,0,0,0,0,1,0,1
R$ 1.179.999,Abraão,97,3,2,2,,3,1,0,1,1,1,1,0,1
R$ 1.500.000,Balneário,187,3,2,2,,3,1,1,1,0,1,1,1,1
R$ 989.067,Barra da Lagoa,93,2,1,1,1,2,1,0,1,1,0,1,1,1
R$ 750.000,João Paulo,50,1,0,1,,1,1,0,1,0,0,0,0,0
R$ 1.090.000,Canto,76,2,2,1,,3,1,0,0,1,1,1,1,1
R$ 1.329.000,Canto,109,3,3,1,,4,1,0,0,0,0,0,0,0
R$ 1.999.000,Canto,205,3,3,2,,4,1,0,0,0,1,1,1,1
R$ 1.499.000,João Paulo,114,3,1,2,,2,1,0,0,0,1,1,1,0
R$ 650.000,Canto,40,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 635.000,João Paulo,37,1,0,1,,1,0,0,0,0,1,0,0,0
R$ 799.000,João Paulo,80,3,1,1,,2,1,1,1,0,0,0,0,1
R$ 1.257.000,Abraão,104,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.500.000,Balneário,144,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 1.669.000,João Paulo,100,2,2,2,,3,1,0,1,0,0,0,1,0
R$ 1.100.000,Abraão,90,3,1,2,2,2,1,1,1,1,1,1,1,1
R$ 1.300.000,João Paulo,95,3,1,1,,3,1,1,1,1,0,1,1,0
R$ 1.500.000,João Paulo,124,4,1,2,1,3,0,0,1,0,0,0,0,0
R$ 1.790.000,Balneário,152,4,1,2,3,3,1,0,1,0,0,0,0,1
R$ 1.999.000,Canto,205,3,3,1,,4,1,0,1,0,0,0,1,1
R$ 789.000,Abraão,128,3,1,2,,,1,1,1,0,0,0,0,0
R$ 1.280.000,Canto,101,3,1,2,,2,1,0,1,1,1,1,0,0
R$ 2.150.402,João Paulo,125,3,1,1,4,3,1,0,1,1,1,0,1,0
R$ 890.000,Saco dos Limões,80,3,1,1,,2,1,0,0,1,0,1,0,1
R$ 2.490.097,João Paulo,133,3,3,2,4,1,0,0,0,0,0,0,0,0
R$ 590.000,Rio Vermelho,60,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 2.018.922,João Paulo,133,3,3,2,,4,0,0,0,0,1,1,1,0
R$ 2.990.000,João Paulo,130,3,3,2,,1,1,0,0,0,1,1,0,0
R$ 3.377.226,Barra da Lagoa,150,1,2,2,2,1,0,0,1,0,0,0,0,0
R$ 1.580.000,Balneário,112,3,1,2,,3,1,0,0,0,1,0,1,1
R$ 1.190.000,Canto,97,3,1,1,,2,1,1,1,1,0,0,1,0
R$ 1.540.000,João Paulo,120,2,1,2,,3,0,0,0,0,1,1,1,1
R$ 760.000,Abraão,78,2,1,1,,1,0,0,0,0,0,0,0,0
R$ 1.499.000,Canto,111,3,2,1,,3,1,0,0,0,0,0,0,0
R$ 760.000,Pantanal,62,2,1,1,7,1,1,0,1,0,1,1,1,1
R$ 2.850.000,João Paulo,134,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.605.000,Canto,169,3,3,2,,4,1,0,1,1,0,0,0,0
R$ 1.400.000,João Paulo,83,2,2,2,,3,0,1,0,0,0,0,0,0
R$ 795.000,Balneário,91,2,1,1,,2,0,0,1,0,0,1,1,1
R$ 1.200.000,Balneário,96,3,1,2,,2,1,1,1,1,0,0,1,0
R$ 2.765.000,Pantanal,148,4,2,3,,3,0,0,0,0,0,0,0,0
R$ 1.199.000,Canto,135,3,3,1,,4,1,0,1,0,0,0,1,0
R$ 1.716.009,João Paulo,123,3,1,1,3,3,0,0,1,0,0,1,1,1
R$ 1.200.000,Balneário,133,3,1,2,,3,1,1,0,1,0,0,0,0
R$ 1.100.000,Abraão,92,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 227.000,João Paulo,16,1,0,0,1,1,0,0,0,1,1,0,0,0
R$ 930.000,Saco dos Limões,177,3,2,2,,4,0,0,0,0,0,0,0,0
R$ 1.100.000,Abraão,90,,1,2,3,,1,0,1,1,1,1,1,1
R$ 1.100.000,Abraão,92,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.650.000,João Paulo,80,2,2,2,2,3,1,1,1,0,1,0,0,1
R$ 750.000,João Paulo,48,1,1,1,1,1,0,0,0,0,0,0,0,0
R$ 1.300.000,João Paulo,96,3,1,9,2,2,1,1,1,1,1,1,1,1
R$ 650.000,Rio Vermelho,60,2,0,1,,1,0,1,0,0,0,0,1,0
R$ 1.227.102,João Paulo,96,1,1,2,,2,0,0,1,0,0,0,1,0
R$ 920.000,Canto,129,3,1,1,,3,1,0,1,1,0,1,1,1
R$ 974.072,João Paulo,79,2,2,2,1,2,0,0,1,0,0,0,1,1
R$ 1.290.000,João Paulo,134,3,3,2,,3,1,0,1,0,0,0,1,0
R$ 1.100.000,Balneário,331,3,1,1,,2,1,0,0,0,0,1,0,0
R$ 1.100.000,João Paulo,101,3,1,2,5,2,0,1,1,0,0,0,1,1
R$ 1.470.000,João Paulo,135,1,1,1,,2,1,0,1,0,0,1,1,1
R$ 1.700.000,João Paulo,113,3,1,2,,3,1,0,0,1,1,1,0,1
R$ 465.000,Vargem do Bom Jesus,55,2,0,1,,1,1,0,1,1,0,1,1,1
R$ 580.000,Abraão,60,2,0,1,,1,0,0,0,0,0,0,1,0
R$ 900.000,Abraão,78,2,1,2,4,2,1,1,1,1,1,0,1,1
R$ 780.000,Canto,78,1,0,1,,2,1,1,1,1,1,1,0,0
R$ 2.100.000,João Paulo,156,3,3,2,,4,0,0,0,0,0,1,0,1
R$ 1.170.000,Pantanal,88,3,1,2,7,2,0,0,1,0,0,0,1,1
R$ 1.210.000,Abraão,90,3,1,2,,2,1,0,0,1,0,1,1,0
R$ 2.490.097,João Paulo,134,3,3,2,4,4,0,0,0,0,0,0,0,0
R$ 795.000,João Paulo,74,1,0,1,2,1,1,0,1,1,1,1,1,0
R$ 890.000,Abraão,82,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.160.000,Pantanal,90,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.490.000,Monte Verde,100,3,1,2,,2,0,1,1,0,0,0,1,1
R$ 1.347.144,Monte Verde,99,3,0,2,7,1,1,0,0,0,1,1,0,0
R$ 1.500.000,João Paulo,123,3,1,2,,3,1,0,1,1,0,1,1,0
R$ 1.250.000,Pantanal,80,3,1,2,,2,0,1,1,1,1,1,0,1
R$ 1.419.031,Pantanal,140,3,3,2,7,5,0,0,1,0,0,0,1,1
R$ 1.050.000,Canto,106,3,1,2,,2,0,0,1,1,1,1,1,1
R$ 1.550.000,João Paulo,140,4,1,2,,2,1,0,1,1,1,1,1,0
R$ 1.595.000,Rio Vermelho,108,2,2,1,,3,1,1,0,1,0,1,1,1
R$ 1.149.000,Canto,98,3,2,1,3,1,1,0,1,0,0,1,1,1
R$ 1.840.000,Canto,129,3,3,2,,4,1,0,0,1,0,0,0,0
R$ 695.000,Canto,87,3,1,1,3,2,1,0,0,0,0,1,0,0
R$ 1.150.000,Balneário,91,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 870.000,Rio Vermelho,60,1,0,1,,1,1,0,0,1,0,0,0,1
R$ 460.000,João Paulo,39,1,0,1,1,1,0,0,1,0,0,0,1,1
R$ 267.000,João Paulo,17,1,0,0,,1,1,0,0,1,0,0,0,1
R$ 1.359.247,Monte Verde,99,3,1,2,5,2,0,0,1,0,0,0,0,1
R$ 1.799.000,João Paulo,133,2,1,0,,2,0,0,0,1,1,0,1,0
R$ 1.090.000,Abraão,100,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 1.188.000,Balneário,97,3,1,1,,1,0,0,0,0,1,1,1,0
R$ 2.797.000,João Paulo,136,3,3,2,,1,0,0,0,0,0,0,0,0
R$ 1.250.000,Canto,106,3,1,2,,4,0,0,0,0,0,0,0,0
R$ 1.630.000,João Paulo,100,2,0,2,,1,0,0,0,0,0,1,0,0
R$ 1.150.000,João Paulo,121,2,1,1,,2,0,1,1,0,0,1,1,1
R$ 909.000,Canto,70,2,1,1,,2,1,0,1,1,0,1,1,1
R$ 930.816,Monte Verde,70,1,0,1,1,1,1,0,0,1,1,1,0,0
R$ 580.000,Pantanal,33,1,0,1,,1,1,1,0,0,1,0,1,0
R$ 2.420.000,João Paulo,121,2,2,2,1,3,0,1,0,1,1,1,1,0
R$ 3.200.000,João Paulo,163,3,3,2,,1,1,0,0,0,1,0,1,1
R$ 2.400.000,João Paulo,134,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.499.000,Canto,111,3,2,1,,3,1,0,0,0,0,0,0,0
R$ 1.890.000,João Paulo,133,3,3,2,,4,0,0,0,0,0,0,0,1
R$ 635.000,João Paulo,47,1,1,1,5,1,0,1,0,0,0,0,0,0
R$ 668.000,Canto,40,1,0,1,,1,1,0,1,1,1,1,0,0
R$ 1.070.000,Balneário,214,3,1,1,,2,1,1,1,0,0,0,1,0
R$ 353.500,Barra da Lagoa,29,1,0,0,,1,0,0,0,0,0,0,1,1
R$ 1.400.000,João Paulo,93,2,2,2,,2,0,0,0,0,0,0,0,0
R$ 890.000,Balneário,139,4,0,1,1,1,1,0,1,0,0,0,0,0
R$ 1.300.000,João Paulo,73,2,1,2,2,2,0,1,0,1,0,1,1,1
R$ 600.000,Barra da Lagoa,48,1,1,0,,2,1,0,0,0,1,0,0,1
R$ 650.000,Rio Vermelho,57,2,1,1,,1,1,0,0,0,0,0,1,0
R$ 1.690.001,Balneário,153,4,1,2,,1,0,0,0,0,0,0,0,0
R$ 910.000,Barra da Lagoa,97,2,0,0,1,2,0,0,0,0,0,0,0,0
R$ 1.329.000,Canto,109,3,3,2,,4,1,0,0,1,0,1,0,0
R$ 1.650.000,João Paulo,116,3,1,2,,1,0,0,0,0,1,0,1,1
R$ 1.220.000,João Paulo,120,2,1,3,,2,0,0,0,0,0,0,1,1
R$ 1.690.000,Estreito,108,3,1,2,,2,0,0,1,0,0,0,1,1
R$ 820.000,Canto,96,2,1,1,11,2,1,0,1,1,1,1,1,1
R$ 1.090.000,João Paulo,101,3,1,2,5,2,1,1,1,0,0,1,1,1
R$ 1.700.000,João Paulo,100,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.016.000,Canto,76,2,1,1,,2,1,0,0,0,0,0,0,0
R$ 1.890.000,Balneário,100,3,1,2,,2,1,0,0,0,1,1,1,1
R$ 1.250.000,Abraão,96,3,0,0,,1,1,0,0,0,1,1,0,1
R$ 1.500.000,Balneário,92,3,1,2,,2,1,0,1,0,1,1,1,1
R$ 905.000,João Paulo,89,2,2,1,,2,0,0,0,0,1,0,1,1
R$ 1.290.000,Canto,138,3,3,2,2,4,1,0,1,1,1,1,1,1
R$ 565.000,Balneário,87,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 565.000,Balneário,87,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 869.999,Abraão,109,3,1,2,,3,1,0,1,0,0,0,0,1
R$ 2.450.000,João Paulo,135,3,3,2,,1,1,0,1,0,1,1,1,1
R$ 1.750.892,João Paulo,153,3,3,2,1,1,1,0,0,1,1,1,1,0
R$ 1.650.000,Monte Verde,162,2,1,2,,2,1,1,1,1,1,1,1,1
R$ 589.000,Pantanal,42,1,0,1,,1,1,0,1,0,1,0,0,0
R$ 1.600.000,Balneário,125,3,2,2,5,3,1,0,0,1,0,1,1,1
R$ 919.000,Canto,79,2,2,1,6,1,1,0,0,0,0,1,0,1
R$ 980.000,Balneário,100,3,1,1,4,3,0,1,1,0,0,0,1,1
R$ 750.000,Coloninha,115,3,1,0,,3,0,1,1,0,0,0,0,0
R$ 1.500.000,Canto,114,3,1,3,,1,1,1,1,0,0,1,1,0
R$ 1.611.498,João Paulo,100,3,1,2,3,3,0,0,0,0,0,0,1,1
R$ 1.500.000,João Paulo,96,3,3,2,,3,1,0,0,1,1,1,1,1
R$ 1.400.000,Balneário,92,3,1,1,6,2,1,1,1,1,1,1,1,1
R$ 850.000,João Paulo,67,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 630.000,Abraão,127,3,1,0,,2,0,0,0,0,0,0,0,0
R$ 1.160.000,Pantanal,88,3,1,2,,2,1,0,0,0,1,1,0,1
R$ 850.000,João Paulo,97,2,1,2,,2,0,0,1,0,0,0,0,0
R$ 1.280.000,Canto,85,3,1,1,,2,1,0,1,1,0,1,0,0
R$ 1.200.000,Canto,97,2,1,2,,1,1,0,0,0,0,0,1,0
R$ 606.000,Pantanal,45,1,0,1,,1,1,1,0,1,1,0,1,0
R$ 1.550.000,João Paulo,135,4,1,2,,3,1,1,0,1,0,1,1,0
R$ 3.600.000,Balneário,230,4,3,4,,4,1,1,0,1,0,1,1,1
R$ 1.350.000,João Paulo,81,2,2,2,,2,1,1,0,0,0,0,0,0
R$ 1.060.000,João Paulo,88,2,2,2,1,3,1,0,1,1,1,1,1,1
R$ 2.250.000,João Paulo,135,3,3,2,,3,0,1,0,0,0,0,1,0
R$ 1.220.000,João Paulo,92,3,1,2,1,3,0,1,1,0,0,0,1,1
R$ 1.568.312,Canto,132,3,3,2,,4,1,0,0,1,0,1,0,1
R$ 1.450.000,Itaguaçu,110,4,1,2,2,3,1,1,0,1,0,0,1,0
R$ 680.000,Pantanal,61,2,0,1,1,1,1,0,1,0,0,1,0,0
R$ 1.500.000,João Paulo,124,3,1,2,,3,1,0,1,1,1,1,1,1
R$ 2.171.402,João Paulo,127,3,1,1,4,4,1,0,1,1,1,1,1,0
R$ 1.300.000,João Paulo,96,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 980.000,Balneário,100,3,1,1,,2,1,1,1,0,0,0,1,0
R$ 650.000,Pantanal,31,1,0,1,,1,1,1,0,0,1,0,1,0
R$ 1.250.000,João Paulo,89,2,0,2,,2,0,0,0,0,0,0,0,0
R$ 952.000,Balneário,198,3,2,1,1,3,1,0,1,0,0,0,0,1
R$ 1.500.000,Balneário,144,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 1.270.000,Balneário,144,4,1,3,2,3,1,0,1,0,1,0,0,1
R$ 1.210.000,Abraão,90,3,1,2,9,2,1,0,0,0,1,1,0,0
R$ 1.100.000,Canto,179,3,1,2,3,2,0,0,1,0,0,0,0,0
R$ 1.188.000,Balneário,97,3,1,1,1,2,0,0,1,1,0,1,1,1
R$ 980.000,Saco dos Limões,80,2,1,2,10,2,1,0,1,1,0,1,0,1
R$ 1.090.000,Abraão,148,3,1,2,2,3,1,0,0,1,1,1,0,0
R$ 1.599.000,João Paulo,96,3,1,2,1,3,0,0,1,1,1,0,0,0
R$ 1.100.000,Monte Verde,144,3,1,2,,2,1,0,1,1,1,1,1,1
R$ 800.000,Pantanal,63,2,1,1,,2,1,0,1,1,1,1,0,0
R$ 790.000,Canto,84,2,1,1,99,2,1,1,1,0,1,0,1,0
R$ 1.100.000,Canto,85,3,1,1,,3,1,0,1,0,1,1,1,0
R$ 208.179,Carianos,20,1,0,0,,1,0,0,0,0,0,0,1,0
R$ 829.049,Saco dos Limões,68,2,1,1,6,2,0,0,1,0,0,0,1,1
R$ 1.980.000,Balneário,240,3,3,3,,5,0,0,0,0,0,0,0,0
R$ 1.540.610,João Paulo,92,2,2,2,,3,1,0,0,1,0,1,0,0
R$ 2.200.000,João Paulo,157,2,2,2,7,4,1,0,0,1,0,1,0,0
R$ 3.630.000,João Paulo,162,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 1.463.000,Canto,109,2,2,1,,3,0,0,0,0,0,0,0,0
R$ 1.657.000,Abraão,163,3,1,2,5,3,0,0,0,0,0,0,0,0
R$ 650.000,Canto,40,1,0,1,,1,1,0,1,0,0,1,0,0
R$ 1.600.000,Rio Vermelho,109,2,2,1,,3,0,0,0,0,0,0,0,0
R$ 1.390.000,Vargem Grande,240,3,2,4,,4,0,1,0,0,0,0,1,0
